wellid,Measurements
313420109422501,13
313420109425801,3
313420111195601,1
313421110121401,40
313422109424001,1
313424111200701,1
313425110115401,31
313427111183701,4
313428109415201,2
313428111090501,2
313428111175801,2
313429111301501,47
313430109424901,1
313432111183601,4
313433111022301,1
313433111185601,2
313433111201601,14
313434109402001,4
313434110333701,2
313434111021901,1
313435110060801,20
313435110295501,4
313435110332701,3
313435110355801,3
313435111022201,3
313436111262101,6
313437109394001,1
313437110355701,3
313437110362501,1
313437111182401,1
313438109243301,3
313438109430701,1
313438109443801,5
313438109444501,1
313438111203401,2
313439111032201,5
313440111203501,1
313441109425301,2
313442109415201,4
313443110493201,4
313444109400601,6
313444110082601,3
313444110211701,32
313444110333201,5
313445109555501,1
313445111183601,1
313446109445401,1
313446110333201,5
313446110435001,1
313446111201401,5
313447111162901,2
313448109200201,2
313450109343201,5
313450111013301,1
313450111175101,3
313453109581201,1
313453110062101,2
313453111155901,3
313454109343901,3
313456110063301,5
313457110334301,1
313457111024101,2
313458109413601,8
313458109414101,1
313458109415201,2
313458110334301,1
313458111030701,7
313459109323601,4
313459110352301,3
313500109323501,4
313500109445801,2
313500110360601,4
313500111471501,2
313501110135601,15
313501111033701,3
313502110145701,15
313503110434701,1
313504111460901,1
313506110113301,23
313506111030701,41
313506111210901,14
313507109444501,2
313507110195101,18
313508109201501,2
313508109334801,3
313508111031001,1
313509110593101,1
313510110304701,2
313510110310901,5
313511111023501,1
313511111032801,1
313512109341601,2
313513109420601,1
313514110022501,2
313515109415201,12
313515109420901,1
313515109443901,1
313515110333601,1
313516109412001,1
313516110333901,3
313517109410401,1
313517109441301,1
313517111030401,33
313520109334801,1
313521109445501,4
313522109332501,2
313522109355601,2
313522109401101,4
313522111115601,2
313523109293001,10
313524110302301,3
313524110302401,3
313525109332801,3
313525110353701,2
313525111093601,5
313526109275701,1
313526109425201,1
313527109285401,3
313527109365501,2
313527109423901,1
313527111021301,1
313528109285401,1
313528109285402,1
313528109445301,17
313528111023901,1
313529109442501,2
313529109444401,5
313529110175501,1
313529111033701,1
313530111023401,1
313530111024101,3
313531110162901,1
313533109301801,12
313533109423801,4
313533111030001,1
313534109362101,2
313535109284901,3
313537110042001,5
313537110085701,6
313538111174801,1
313538111181801,16
313539109425101,1
313539110332501,1
313539111033701,25
313540110332201,1
313541109445401,2
313541109445501,3
313541111020601,5
313541111021701,1
313541111045201,1
313542109041501,3
313542109325401,3
313542110090401,1
313542111024001,29
313543110292701,4
313543111021701,11
313543111030401,2
313544110183301,20
313545109405201,5
313547109041301,4
313547110041501,5
313548111394601,1
313549109460201,13
313549110090301,3
313550109344301,4
313550109392001,65
313550110063801,1
313550110182501,5
313551109400901,5
313551109422301,22
313551111031701,6
313552109331401,3
313552110090301,6
313552110344401,1
313552110345701,1
313552111180401,2
313553109331501,1
313553110163701,23
313553111031801,5
313554110555401,1
313554111150001,7
313555109413501,4
313555109455501,1
313555109461801,2
313555109504501,1
313555110343701,2
313555110555501,1
313556110334801,31
313558109382001,4
313558109393701,4
313558109435301,4
313559109435201,14
313559110272501,4
313559110283601,26
313600109405301,5
313600110090801,6
313602109465601,1
313602110311201,3
313603109390601,4
313603110333601,1
313604110344501,2
313604110344701,1
313604111165601,2
313605109415601,2
313605109435501,2
313606109440601,2
313606110344501,1
313607110344801,1
313608110333701,4
313608111015901,4
313609110034901,5
313609111015701,1
313609111020001,1
313610109320501,4
313610109371901,5
313610109413601,1
313610109413801,1
313610109443001,1
313610110163201,15
313610110333801,4
313611109472001,36
313612109414801,1
313612111312301,9
313615110175601,17
313615111354901,2
313615111372201,1
313616109452501,1
313616110011901,1
313616110162301,3
313617109445401,5
313617111034001,12
313618109374901,4
313618109403201,1
313618109415401,6
313618109422601,3
313618110162301,18
313618111025401,4
313618111225701,1
313619110350601,2
313621109455601,1
313621109461801,1
313622110142101,18
313622111024101,2
313623110011101,1
313623110351401,18
313623110543001,1
313624110350801,3
313625109374901,2
313625111112201,4
313626109412001,9
313626110433601,3
313628110155701,1
313628110305401,4
313630109402301,1
313630109443001,4
313631109381901,4
313631109402401,4
313631109465501,1
313631111031501,3
313631111321801,2
313632109363901,2
313632109374801,1
313632109395001,1
313632109445401,15
313633110122501,8
313633110351101,13
313634109452401,1
313634110320501,5
313636109395001,1
313636110183501,14
313636111522301,3
313637109422601,1
313637111022301,1
313637111140401,5
313638109371901,1
313638111075801,1
313639110183501,39
313640110071701,14
313640110170401,1
313640110343601,2
313641109412101,4
313642110324301,28
313643109411001,1
313643109415701,6
313643110265501,3
313643110460301,1
313643111021701,8
313643111024001,2
313645109064101,2
313648109372001,1
313648109413701,14
313648109445301,3
313648110332101,2
313648111020601,8
313649109374901,5
313649111463201,5
313650109122901,1
313650109452301,1
313651110340701,1
313651111401101,1
313652111401301,1
313654110331501,2
313654111034401,22
313654111034701,1
313654111463201,3
313655111024701,4
313656111410901,1
313657109393001,1
313658111031201,7
313659111013301,29
313659111175901,4
313700109530401,1
313702111025401,7
313704109372801,5
313705109383001,2
313706109361201,4
313706110171601,29
313706110560401,4
313708111022401,7
313709109403801,1
313709109415501,5
313709109422601,1
313710109405101,4
313710110200301,11
313710110250701,1
313712109281301,5
313713109442301,1
313714110200801,1
313715109365001,1
313715109412501,1
313715110064501,6
313715110151501,1
313715111020901,1
313717109492201,5
313720109381701,5
313721109281301,3
313721110112401,15
313722110045001,5
313722110060701,6
313722111023901,1
313726111140701,3
313727110433001,3
313727111024501,7
313728109393101,1
313728110103101,7
313728110103201,1
313729110182501,26
313729110185601,15
313729110194001,1
313730109183901,4
313730109184001,3
313735109422601,1
313735109455301,1
313735110273601,1
313735111023701,23
313737109121701,2
313737109130001,1
313737109415401,2
313737109562001,3
313738109402201,1
313740109394901,4
313740109403801,35
313741109371101,2
313741109375801,1
313741110214701,3
313741110581001,6
313742109451301,2
313742110211301,1
313742110220001,4
313743110270201,1
313743111023901,2
313743111131201,1
313744110201301,3
313746109405001,1
313747109404601,12
313747110181601,1
313747110225001,2
313747111023901,27
313748110214001,7
313748110424501,54
313748111014301,33
313749109405301,1
313749110271601,1
313750110102401,1
313750111251401,2
313753110214101,2
313753110265801,1
313753110265901,3
313753110325001,2
313754109104701,1
313754109385001,12
313754109401901,3
313754110213001,3
313754111033901,1
313756110225001,3
313756110272301,1
313757109130901,4
313758109104401,2
313758110441001,2
313759111010201,4
313800110190401,1
313800111125701,1
313801109415801,2
313801111030901,1
313801111032301,38
313802109402101,4
313802109452201,1
313803109390901,3
313803109455401,1
313804109393201,1
313804109393301,1
313805111014901,2
313806109391901,2
313806111024701,5
313808110083701,20
313808110083801,33
313809110204801,2
313811110195701,2
313811111183501,5
313813109364001,1
313813109374301,2
313813109383001,3
313814109390301,14
313814109392001,1
313814110203001,1
313815109392101,2
313815110212601,3
313816109374501,4
313817111141001,20
313818109390001,6
313818110211101,3
313819109294801,1
313819109395001,4
313820109395101,9
313820109415501,3
313820111033301,3
313822110210601,4
313822110363301,2
313822110582301,3
313823109114901,4
313823110272101,1
313824110270801,1
313825110195801,30
313826109402301,63
313827109361401,4
313827109412101,14
313827111163501,2
313828110313301,6
313830109374201,4
313830109381001,3
313831109370901,2
313832109413801,1
313832111022801,19
313833109415301,1
313833109415401,4
313833111030201,1
313833111115501,5
313836109262001,2
313836111033001,3
313838110134701,1
313838110193101,1
313838110204201,9
313839109291001,4
313839110195501,1
313839110201801,7
313840111033301,1
313841110122201,14
313844110194901,5
313845110165201,22
313845110192301,1
313845110194001,21
313845110200201,2
313845111023101,59
313847110575201,6
313848109141301,2
313848109411401,4
313848110192601,2
313848111031001,1
313849110190901,3
313849110363001,1
313849110411601,1
313849111030001,25
313850110392101,1
313850111295701,44
313851109511601,4
313851110012303,6
313851111012201,17
313852109180801,4
313853109402301,3
313854109451301,1
313855109580801,1
313855109581001,1
313855110573101,1
313856109412501,2
313856110411701,1
313856111034401,5
313856111180301,2
313856111180401,5
313857109411301,4
313857110185301,1
313858109402701,1
313859111023901,23
313900109374201,3
313900111023901,1
313902110403201,1
313903111134401,1
313904110085301,6
313905111201801,1
313906110441901,1
313907109411501,3
313907109451201,1
313907111030201,1
313907111085501,3
313907111112701,4
313907111135401,2
313908111183201,1
313910110325901,1
313910111204101,6
313911111134701,4
313913109404701,4
313913111030901,1
313915111052001,24
313917109275301,1
313918110230401,1
313919109391201,4
313919109393801,4
313919109405801,6
313919109411501,4
313919109444601,1
313919111211701,4
313920111033301,4
313921111000201,1
313921111145901,1
313922109404001,1
313923109371001,3
313923110403001,1
313924110185801,1
313924110190101,6
313925109274101,5
313927110310401,29
313927110375101,2
313927111133601,2
313927111160601,7
313928109545601,5
313928111403501,3
313929110312301,8
313929110344201,17
313929111343501,1
313930110284701,1
313930110380201,1
313931109384001,3
313932110173801,3
313932110315801,4
313932110581301,8
313933110332801,15
313933110340301,5
313934109384001,13
313934109394201,15
313936110313801,1
313938110313801,3
313938111134101,1
313939110313101,3
313939111032401,21
313940111030901,6
313940111140301,1
313941109390601,32
313941109404201,1
313942111220201,4
313942111385801,1
313942111503301,3
313943110313701,6
313943110560001,4
313945109360801,3
313945109414701,1
313945111063801,4
313946109363401,3
313946109411201,3
313946109444801,1
313946110312701,2
313946112024101,1
313947109373701,14
313947109374001,4
313947109385701,2
313947109390501,2
313947109420101,1
313948109451301,4
313948109543001,6
313948110391601,1
313949109285701,3
313949110443401,1
313950110081601,7
313950110330801,2
313950111133101,5
313951109525801,1
313952109274801,6
313952109390901,2
313953109513001,3
313953111130201,4
313955110310601,3
313955110321401,2
313957110243601,5
313958110312101,1
313958111023301,3
313958111115301,5
313959109384201,4
313959111032401,5
314000110184201,1
314000111463501,3
314000111473401,2
314001109054201,2
314001109373701,4
314001109385501,1
314001109391101,10
314001109404001,1
314001109411201,2
314002109405401,1
314004110164101,1
314004111124001,5
314004111130801,2
314004111360901,1
314005111234601,2
314006110310901,2
314006110343801,1
314006111131201,4
314007109410301,15
314008110065701,6
314008111033501,32
314010110170001,1
314010111441501,2
314011109370901,1
314011109373801,4
314011109544401,5
314011110170001,1
314011110202401,1
314011110380101,4
314012109032401,1
314012109360801,3
314012109364001,1
314012109402701,1
314012109411001,1
314012109414101,1
314012109444501,2
314012109451301,5
314012111031001,1
314013109241701,1
314013111140701,2
314014109393201,1
314014109411101,4
314014110342701,2
314014110412501,4
314014110424401,5
314014111090901,7
314014111475101,2
314015109240901,2
314015110412601,3
314015111033401,5
314016109400501,1
314016110373001,1
314017109242001,2
314017109442101,2
314018109250401,4
314019109401301,12
314019109581401,6
314019109581801,1
314019110161001,3
314019110162301,2
314019110165101,1
314020109073801,8
314020109461201,1
314020109564301,5
314020109573101,5
314020110165601,5
314020110165701,1
314020110202101,1
314020111185801,5
314022109185901,3
314022110161001,1
314024110321801,1
314024110401901,4
314024110420201,2
314024111030201,4
314024111125301,35
314025110330201,1
314026110310701,2
314026110334901,55
314027109291701,1
314027109374201,1
314027110294901,1
314027110330101,3
314027110344601,3
314028110344101,1
314028111042601,14
314029109291801,2
314029110170701,1
314029111023301,33
314030109291801,4
314030111122801,6
314031109394201,1
314031110565501,5
314031111350201,2
314032110140401,1
314033110401301,2
314033111033301,1
314034111232601,4
314034111350301,1
314034111350401,2
314035109374201,1
314035110421001,2
314036110154201,1
314037109190001,4
314038109444901,1
314038111144801,6
314039109385901,1
314039109391501,54
314039109411301,3
314039109451301,3
314039111131501,4
314040109380801,17
314040109382501,1
314040109391001,1
314040109401201,2
314040109404201,2
314040109442501,2
314040110380001,2
314040111115501,1
314041109390801,2
314041110392001,32
314042110165401,1
314043110144201,1
314043110202501,1
314043110372401,3
314043110392201,25
314044109371101,2
314044110211901,2
314044110360601,4
314044111033201,3
314044111121801,6
